# CKAL ROKET TAKIMI (Data loaded from a file)
# 2437 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.016,43.79,1013.79,91.654,91.765,97.843,98.356,-0.001,3.497,3.497,359.989,4.51,10.031,38.4,34,3.323,-1.465e-6,-9.339,-0.013,85.714,180.023,1.34e4,3171,2.277,0.024,9.797,105.6,82.7,1.914,1466.416,11.169,17.857,0.329,0.19,0.009,0.13,0.338,0.491,0.941,-2.997e-4,0,0,0,0,-0.002,6.062,180.023,8.41,897.3,0.001,336.396,0.272,8.834e6,12,110,0.028,0.029,0.01
1.044,46.361,1016.361,94.359,94.454,97.86,98.426,-0.001,3.618,3.618,359.989,4.225,10.544,38.4,34,3.38,-1.558e-6,-4.985,-0.013,85.485,180.023,1.338e4,3150,2.273,0.024,9.797,105.6,82.6,1.919,1466.083,11.184,18.97,0.329,0.19,0.009,0.13,0.339,0.495,0.949,3.482e-4,0,0,0,0,-4.751e-4,6.112,180.023,8.394,897,0.001,336.385,0.281,9.094e6,12,110,0.025,0.029,0.01
1.069,48.742,1018.742,96.796,96.877,97.789,98.377,-0.001,3.72,3.72,359.989,3.959,10.742,38.4,34,3.266,-1.583e-6,-0.917,-0.014,85.428,180.023,1.336e4,3131,2.269,0.024,9.797,105.7,82.6,1.93,1464.343,11.186,19.976,0.33,0.19,0.009,0.131,0.34,0.484,0.933,-4.406e-4,0,0,0,0,-1.559e-5,6.135,180.023,8.378,896.8,0.001,336.376,0.288,9.327e6,12,110,0.024,0.03,0.011
1.093,51.098,1021.098,99.147,99.216,97.744,98.326,-0.001,3.812,3.812,359.989,3.701,10.682,38.4,34,3.151,-1.586e-6,3.094,-0.013,85.428,180.023,1.334e4,3113,2.265,0.024,9.797,105.9,82.5,1.947,1462.662,11.189,20.944,0.331,0.19,0.01,0.131,0.339,0.459,0.893,-2.23e-4,0,0,0,0,1.636e-4,6.151,180.023,8.363,896.5,0.001,336.367,0.295,9.552e6,12,110,0.024,0.03,0.011
1.117,53.496,1023.496,101.483,101.542,97.721,98.271,-0.002,3.897,3.897,359.989,3.449,10.38,38.4,34,2.922,-1.813e-6,7.047,-0.013,85.6,180.023,1.332e4,3095,2.261,0.024,9.797,106.1,82.4,1.969,1460.992,11.191,21.907,0.331,0.19,0.01,0.132,0.339,0.423,0.832,-3.097e-4,0,0,0,0,8.125e-4,6.14,180.023,8.347,896.2,0.001,336.357,0.302,9.776e6,12,110,0.024,0.031,0.011
1.141,56.008,1026.008,103.874,103.923,97.72,98.212,-0.002,3.979,3.979,359.989,3.201,9.813,38.4,34,2.578,-2.289e-6,10.943,-0.013,85.772,180.023,1.331e4,3076,2.257,0.024,9.797,106.3,82.4,1.998,1459.283,11.194,22.893,0.332,0.19,0.01,0.132,0.338,0.374,0.745,-3.866e-4,0,0,0,0,0.002,6.117,180.023,8.331,896,0.001,336.347,0.309,1e7,12,110,0.026,0.031,0.012
1.167,58.746,1028.746,106.42,106.461,97.739,98.144,-0.002,4.059,4.059,359.989,2.957,8.911,38.4,34,2.177,-2.462e-6,14.725,-0.015,86.116,180.081,1.329e4,3056,2.253,0.024,9.797,106.8,82.3,2.038,1457.462,11.197,23.943,0.333,0.189,0.01,0.133,0.337,0.305,0.619,4.774e-4,0,0,0,0,0.003,6.147,180.023,8.313,895.7,0.001,336.337,0.317,1.025e7,12,110,0.03,0.032,0.012
1.197,61.963,1031.963,109.334,109.368,97.771,98.063,-0.002,4.143,4.143,359.989,2.71,7.558,38.4,34,1.547,-1.954e-6,18.277,-0.019,86.631,180.081,1.326e4,3034,2.248,0.024,9.797,107.4,82.2,2.094,1455.379,11.2,25.174,0.333,0.189,0.01,0.134,0.336,0.214,0.443,2.977e-4,0,0,0,0,0.005,6.212,180.023,8.292,895.3,0.001,336.324,0.325,1.053e7,12,110,0.039,0.032,0.012
1.237,66.343,1036.343,113.184,113.211,97.799,97.949,-0.002,4.244,4.244,359.989,2.454,5.413,38.4,34,0.688,-2.354e-6,21.199,-0.031,87.433,180.081,1.323e4,3004,2.242,0.024,9.797,108.3,82.1,2.177,1452.628,11.204,26.91,0.334,0.189,0.011,0.135,0.335,0.089,0.188,2.311e-4,0,0,0,0,0.006,6.268,180.023,8.264,894.9,0.001,336.307,0.337,1.089e7,12,110,0.05,0.032,0.013
1.287,72.125,1042.125,118.074,118.095,97.765,97.796,-0.003,4.362,4.362,359.989,2.257,2.451,38.4,34,0.458,-2.514e-6,-21.486,-0.028,88.465,180.195,1.32e4,2966,2.234,0.024,9.797,108.5,82,2.211,1449.134,11.209,29.377,0.336,0.189,0.011,0.136,0.336,0.057,0.133,-4.156e-4,0,0,0,0,-0.006,6.253,180.023,8.226,894.3,0.001,336.284,0.351,1.136e7,12,110,0.05,0.033,0.013
1.337,78.151,1048.151,122.959,122.979,97.636,97.637,-0.003,4.473,4.473,359.932,2.206,0.322,38.4,34,1.318,-2.347e-6,-17.704,-0.004,89.496,180.654,1.316e4,2928,2.226,0.024,9.797,107.7,81.9,2.151,1445.64,11.214,32.121,0.338,0.189,0.011,0.137,0.339,0.178,0.386,3.902e-4,0,0,0,0,-0.003,6.075,180.023,8.187,893.6,0.001,336.26,0.366,1.182e7,12,110,0.003,0.033,0.014
1.34,78.574,1048.574,123.295,123.315,97.624,97.626,-0.003,4.48,4.48,359.932,2.207,0.492,38.4,34,1.318,-2.347e-6,-17.303,-0.004,89.553,180.711,1.315e4,2925,2.225,0.024,9.797,107.7,81.9,2.148,1445.4,11.215,32.316,0.338,0.189,0.011,0.137,0.339,0.185,0.401,4.102e-4,0,0,0,0,-0.003,6.059,180.023,8.184,893.6,0.001,336.259,0.367,1.186e7,12,110,0.005,0.033,0.014
1.345,79.211,1049.211,123.798,123.818,97.509,97.511,-0.003,4.492,4.492,359.932,2.21,0.74,38.4,34,1.432,-2.347e-6,-16.73,-0.003,89.611,180.883,1.315e4,2922,2.225,0.024,9.797,107.6,81.9,2.144,1443.772,11.205,32.611,0.338,0.189,0.011,0.138,0.34,0.195,0.42,-3.183e-4,0,0,0,0,-0.003,6.036,180.023,8.18,893.5,0.001,336.256,0.368,1.19e7,12,110,0.008,0.034,0.014
1.353,80.172,1050.172,124.552,124.572,97.333,97.34,-0.004,4.509,4.509,359.932,2.218,1.103,38.4,34,1.49,-2.331e-6,-15.699,-0.002,89.782,181.398,1.315e4,2916,2.223,0.024,9.797,107.5,81.8,2.137,1441.33,11.191,33.057,0.338,0.189,0.011,0.138,0.34,0.209,0.45,-3.034e-5,0,0,0,0,-0.003,6.012,180.023,8.174,893.4,0.001,336.252,0.371,1.197e7,12,110,0.012,0.034,0.014
1.365,81.625,1051.625,125.68,125.7,97.068,97.082,-0.004,4.535,4.535,359.932,2.233,1.618,38.4,34,1.662,-2.323e-6,-14.037,-3.733e-4,89.954,185.123,1.314e4,2907,2.222,0.024,9.797,107.4,81.8,2.128,1437.668,11.17,33.734,0.338,0.189,0.012,0.138,0.341,0.231,0.494,-2.629e-4,0,0,0,0,-0.002,6.007,180.023,8.164,893.3,0.001,336.247,0.374,1.208e7,12,110,0.017,0.034,0.014
1.382,83.827,1053.827,127.367,127.387,96.667,96.694,-0.004,4.574,4.574,359.932,2.268,2.283,38.4,34,1.833,-2.274e-6,-11.23,0.001,89.84,357.812,1.313e4,2895,2.219,0.024,9.797,107.2,81.8,2.119,1432.174,11.138,34.754,0.339,0.189,0.012,0.139,0.342,0.258,0.547,4.98e-4,0,0,0,0,-0.001,5.999,180.023,8.15,893,0.001,336.238,0.379,1.224e7,12,110,0.023,0.035,0.014
1.405,86.813,1056.813,129.607,129.627,96.131,96.176,-0.004,4.627,4.627,359.932,2.329,2.938,38.4,34,2.005,-2.485e-6,-6.933,-6.515e-5,89.611,359.073,1.311e4,2878,2.215,0.024,9.797,107.1,81.7,2.112,1424.844,11.095,36.114,0.34,0.188,0.012,0.139,0.344,0.282,0.596,-3.339e-4,0,0,0,0,-4.831e-4,6.004,180.023,8.131,892.7,0.001,336.226,0.386,1.245e7,12,110,0.021,0.035,0.015
1.426,89.499,1059.499,131.579,131.601,95.658,95.714,-0.004,4.676,4.676,359.932,2.393,3.284,38.4,34,2.063,-2.954e-6,-2.807,2.123e-4,89.553,359.245,1.309e4,2863,2.212,0.024,9.797,107,81.7,2.112,1418.354,11.057,37.315,0.34,0.188,0.012,0.14,0.345,0.293,0.619,2.608e-4,0,0,0,0,-7.57e-5,6.06,180.023,8.113,892.4,0.001,336.216,0.392,1.264e7,12,110,0.019,0.035,0.015
1.445,92.042,1062.042,133.411,133.433,95.222,95.281,-0.005,4.722,4.722,359.932,2.457,3.362,38.4,34,2.063,-2.37e-6,1.261,5.793e-4,89.496,359.302,1.308e4,2849,2.209,0.024,9.797,107,81.6,2.118,1412.297,11.022,38.417,0.341,0.188,0.012,0.14,0.345,0.291,0.616,8.745e-5,0,0,0,0,1.524e-5,6.111,180.023,8.097,892.1,0.001,336.206,0.397,1.281e7,12,110,0.019,0.036,0.015
1.464,94.559,1064.559,135.191,135.215,94.802,94.856,-0.005,4.769,4.769,359.932,2.519,3.193,38.4,34,1.948,-2.288e-6,5.271,0.001,89.553,359.187,1.307e4,2835,2.206,0.024,9.797,107.1,81.6,2.13,1406.384,10.987,39.471,0.342,0.188,0.012,0.141,0.345,0.277,0.59,2.504e-4,0,0,0,0,2.54e-4,6.148,180.023,8.08,891.9,0.001,336.196,0.402,1.298e7,12,110,0.019,0.036,0.015
1.483,97.151,1067.151,136.993,137.017,94.38,94.421,-0.005,4.817,4.817,359.932,2.576,2.78,38.4,34,1.776,-2.209e-6,9.167,3.528e-5,89.725,358.786,1.305e4,2822,2.203,0.024,9.797,107.3,81.5,2.149,1400.375,10.952,40.525,0.342,0.188,0.013,0.142,0.345,0.252,0.54,1.167e-4,0,0,0,0,7.513e-4,6.181,180.023,8.064,891.6,0.001,336.185,0.408,1.315e7,12,110,0.02,0.037,0.015
1.503,99.94,1069.94,138.897,138.922,93.934,93.957,-0.006,4.87,4.87,359.932,2.626,2.087,38.4,34,1.547,-1.587e-6,12.949,-5.252e-4,89.954,354.145,1.304e4,2807,2.2,0.024,9.797,107.6,81.5,2.174,1393.994,10.914,41.631,0.343,0.188,0.013,0.142,0.345,0.214,0.464,8.986e-5,0,0,0,0,0.001,6.203,180.023,8.045,891.3,0.001,336.174,0.413,1.333e7,12,110,0.023,0.037,0.016
1.526,103.142,1073.142,141.04,141.065,93.424,93.429,-0.006,4.931,4.931,359.932,2.662,0.986,38.4,34,1.146,-1.381e-6,16.501,-0.002,89.725,181.227,1.302e4,2790,2.196,0.024,9.797,108,81.4,2.213,1386.777,10.872,42.877,0.344,0.188,0.013,0.143,0.345,0.156,0.343,-1.896e-4,0,0,0,0,0.002,6.141,180.023,8.025,891,0.001,336.162,0.42,1.353e7,12,110,0.03,0.038,0.016
1.556,107.414,1077.414,143.832,143.856,92.732,92.735,-0.006,5.011,5.011,359.932,2.666,0.745,38.4,34,0.573,-1.959e-6,19.481,-0.009,89.152,180.424,1.3e4,2768,2.191,0.024,9.797,108.6,81.4,2.272,1377.312,10.815,44.577,0.345,0.188,0.013,0.144,0.345,0.073,0.163,-3.565e-4,0,0,0,0,0.003,6.102,180.023,7.997,890.5,0.001,336.145,0.428,1.38e7,12,110,0.045,0.038,0.016
1.601,113.979,1083.979,147.98,148.002,91.624,91.69,-0.007,5.129,5.129,359.932,2.571,3.474,38.4,34,0.286,-2.227e-6,-20.168,-0.033,88.293,180.195,1.297e4,2736,2.184,0.024,9.797,108.9,81.2,2.307,1363.115,10.731,47.345,0.346,0.188,0.014,0.145,0.346,0.038,0.092,-4.312e-4,0,0,0,0,-0.003,6.304,180.023,7.954,889.8,0.001,336.119,0.44,1.419e7,12,110,0.05,0.039,0.017
1.651,121.492,1091.492,152.528,152.546,90.299,90.526,-0.008,5.252,5.252,359.932,2.321,6.409,38.4,34,1.146,2.896e-6,-14.897,-0.014,87.376,180.138,1.293e4,2699,2.176,0.024,9.797,108.1,81.1,2.245,1347.338,10.637,50.715,0.348,0.187,0.014,0.147,0.35,0.161,0.362,-1.65e-4,0,0,0,0,-0.002,6.239,180.023,7.905,889,0.001,336.09,0.454,1.462e7,12,110,0.02,0.039,0.017
1.671,124.595,1094.595,154.348,154.364,89.759,90.053,-0.008,5.297,5.297,359.932,2.182,7.274,38.4,34,1.375,2.666e-6,-11.173,-0.015,87.09,180.138,1.291e4,2685,2.173,0.024,9.797,107.8,81.1,2.232,1340.959,10.598,52.116,0.349,0.187,0.014,0.147,0.351,0.194,0.433,-6.5e-6,0,0,0,0,-8.774e-4,6.244,180.023,7.885,888.7,0.001,336.077,0.459,1.479e7,12,110,0.02,0.04,0.017
1.691,127.644,1097.644,156.106,156.119,89.155,89.499,-0.009,5.339,5.339,359.932,2.033,7.845,38.4,34,1.547,3.026e-6,-6.875,-0.015,86.918,180.138,1.29e4,2671,2.17,0.024,9.797,107.7,81,2.225,1333.691,10.552,53.467,0.35,0.187,0.014,0.148,0.352,0.214,0.477,1.72e-4,0,0,0,0,-3.259e-4,6.248,180.023,7.865,888.4,0.001,336.065,0.465,1.495e7,12,110,0.017,0.04,0.018
1.708,130.38,1100.38,157.656,157.667,88.637,89.003,-0.009,5.373,5.373,359.875,1.894,8.069,38.4,34,1.547,3.391e-6,-2.75,-0.016,86.86,180.138,1.289e4,2660,2.168,0.024,9.797,107.7,81,2.228,1327.24,10.51,54.636,0.35,0.187,0.015,0.149,0.353,0.219,0.488,-2.957e-4,0,0,0,0,-5.118e-5,6.3,180.023,7.848,888.1,0.001,336.055,0.469,1.51e7,12,110,0.017,0.04,0.018
1.725,133.025,1103.025,159.132,159.142,88.16,88.524,-0.01,5.403,5.403,359.875,1.76,8.011,38.4,34,1.49,3.324e-6,1.203,-0.017,86.803,180.138,1.288e4,2648,2.165,0.024,9.797,107.8,80.9,2.237,1321.062,10.47,55.724,0.351,0.187,0.015,0.149,0.353,0.21,0.47,4.777e-4,0,0,0,0,1.008e-5,6.404,180.023,7.83,887.8,0.001,336.044,0.474,1.524e7,12,110,0.017,0.041,0.018
1.742,135.742,1105.742,160.626,160.634,87.693,88.031,-0.01,5.432,5.432,359.875,1.626,7.715,38.4,34,1.375,3.494e-6,5.099,-0.019,86.86,180.138,1.287e4,2637,2.163,0.024,9.797,107.9,80.9,2.251,1314.776,10.43,56.81,0.352,0.187,0.015,0.15,0.354,0.192,0.432,-3.886e-4,0,0,0,0,1.711e-4,6.51,180.023,7.813,887.5,0.001,336.033,0.478,1.538e7,12,110,0.018,0.041,0.018
1.76,138.666,1108.666,162.21,162.217,87.2,87.504,-0.01,5.46,5.46,359.875,1.49,7.289,38.4,34,1.261,3.187e-6,8.938,-0.019,87.032,180.138,1.286e4,2625,2.16,0.024,9.797,108.1,80.9,2.266,1308.074,10.386,57.976,0.352,0.187,0.015,0.15,0.354,0.174,0.394,3.302e-4,0,0,0,0,5.108e-4,6.414,180.023,7.794,887.2,0.001,336.022,0.483,1.552e7,12,110,0.019,0.041,0.018
1.779,141.844,1111.844,163.905,163.91,86.677,86.935,-0.011,5.488,5.488,359.875,1.353,6.686,38.4,34,1.089,3.342e-6,12.777,-0.018,87.204,180.195,1.284e4,2612,2.157,0.024,9.797,108.2,80.8,2.283,1300.864,10.34,59.236,0.353,0.187,0.015,0.151,0.354,0.154,0.35,1.457e-4,0,0,0,0,0.001,6.125,180.023,7.773,886.8,0.001,336.009,0.488,1.568e7,12,110,0.021,0.042,0.019
1.801,145.378,1115.378,165.757,165.762,86.113,86.303,-0.011,5.516,5.516,359.875,1.22,5.727,38.4,34,0.859,3.815e-6,16.387,-0.023,87.548,180.195,1.283e4,2597,2.154,0.024,9.797,108.5,80.8,2.309,1292.931,10.288,60.612,0.354,0.187,0.015,0.152,0.355,0.12,0.275,-2.916e-4,0,0,0,0,0.002,5.822,180.023,7.75,886.5,0.001,335.995,0.494,1.585e7,12,110,0.027,0.042,0.019
1.827,149.825,1119.825,168.042,168.046,85.422,85.513,-0.012,5.546,5.546,359.875,1.091,3.932,38.4,34,0.344,4.194e-6,19.251,-0.052,88.006,180.253,1.281e4,2580,2.15,0.024,9.797,109.1,80.7,2.362,1283.075,10.224,62.329,0.355,0.187,0.016,0.153,0.355,0.046,0.107,-5.473e-5,0,0,0,0,0.002,5.907,180.023,7.721,886,0.001,335.978,0.5,1.607e7,12,110,0.04,0.042,0.019
1.867,156.609,1126.609,171.434,171.437,84.323,84.331,-0.013,5.588,5.588,359.875,0.991,1.149,38.4,34,0.458,3.87e-6,-18.678,-0.029,88.808,180.424,1.278e4,2553,2.144,0.024,9.797,109,80.6,2.365,1268.29,10.128,65.123,0.356,0.186,0.016,0.154,0.357,0.059,0.14,3.442e-4,0,0,0,0,-0.002,5.904,180.023,7.677,885.3,0.001,335.951,0.511,1.638e7,12,110,0.049,0.043,0.02
1.916,165.039,1135.039,175.498,175.501,82.888,82.901,-0.014,5.635,5.635,359.875,1.004,1.441,38.4,34,1.031,-3.694e-6,-11.287,-0.003,89.553,181.169,1.275e4,2520,2.136,0.024,9.797,108.4,80.5,2.325,1250.311,10.01,68.729,0.358,0.186,0.017,0.156,0.359,0.145,0.338,4.999e-4,0,0,0,0,-6.989e-4,5.614,180.023,7.622,884.4,0.001,335.918,0.523,1.676e7,12,110,0.019,0.043,0.02
1.935,168.432,1138.432,177.087,177.09,82.309,82.333,-0.015,5.655,5.655,359.875,1.037,1.983,38.4,34,1.146,-3.91e-6,-7.047,-0.004,89.725,181.914,1.274e4,2507,2.133,0.024,9.797,108.3,80.4,2.322,1243.192,9.963,70.141,0.359,0.186,0.017,0.156,0.36,0.159,0.37,2.836e-4,0,0,0,0,-2.669e-4,5.435,180.023,7.6,884,0.001,335.905,0.527,1.691e7,12,110,0.017,0.044,0.02
1.953,171.5,1141.5,178.503,178.506,81.79,81.821,-0.015,5.673,5.673,359.817,1.073,2.217,38.4,34,1.146,-4.542e-6,-2.979,-0.005,89.782,182.774,1.273e4,2496,2.131,0.024,9.797,108.3,80.4,2.325,1236.809,9.921,71.387,0.36,0.186,0.017,0.157,0.361,0.162,0.377,2.514e-4,0,0,0,0,-4.644e-5,5.309,180.023,7.58,883.7,0.001,335.893,0.532,1.704e7,12,110,0.015,0.044,0.02
1.968,174.271,1144.271,179.765,179.768,81.326,81.359,-0.016,5.69,5.69,359.817,1.109,2.318,38.4,34,1.203,-4.364e-6,0.859,-0.005,89.84,183.003,1.272e4,2485,2.128,0.024,9.797,108.3,80.4,2.328,1231.085,9.883,72.51,0.36,0.186,0.017,0.157,0.362,0.165,0.383,1.526e-4,0,0,0,0,3.641e-6,5.37,180.023,7.562,883.4,0.001,335.882,0.535,1.715e7,12,110,0.016,0.044,0.02
1.984,177.178,1147.178,181.072,181.076,80.928,80.957,-0.016,5.708,5.708,359.817,1.145,2.179,38.4,34,1.146,-4.226e-6,4.813,-0.004,89.782,182.372,1.271e4,2475,2.126,0.024,9.797,108.4,80.3,2.336,1226.25,9.851,73.654,0.361,0.186,0.017,0.158,0.362,0.158,0.369,-3.477e-4,0,0,0,0,1.188e-4,5.434,180.023,7.543,883.1,0.001,335.87,0.539,1.727e7,12,110,0.016,0.045,0.021
2.001,180.174,1150.174,182.403,182.407,80.522,80.542,-0.017,5.727,5.727,359.817,1.178,1.781,38.4,34,1.031,-3.959e-6,8.652,-0.007,89.668,181.57,1.27e4,2465,2.124,0.024,9.797,108.5,80.3,2.35,1221.303,9.819,74.802,0.362,0.186,0.017,0.158,0.363,0.142,0.333,-3.68e-4,0,0,0,0,3.796e-4,5.495,180.023,7.524,882.8,0.001,335.858,0.543,1.74e7,12,110,0.018,0.048,0.021
2.019,183.473,1153.473,183.849,183.853,80.078,80.084,-0.017,5.749,5.749,359.817,1.204,0.991,38.4,34,0.802,-3.996e-6,12.261,-0.01,89.496,180.997,1.269e4,2454,2.121,0.024,9.797,108.8,80.3,2.374,1215.898,9.784,76.024,0.362,0.186,0.018,0.159,0.363,0.11,0.259,-3.196e-4,0,0,0,0,7.503e-4,5.436,180.023,7.502,882.4,0.001,335.845,0.548,1.753e7,12,110,0.023,0.048,0.021
2.041,187.676,1157.676,185.665,185.669,79.506,79.507,-0.018,5.776,5.776,359.817,1.212,0.305,38.4,34,0.458,-3.286e-6,15.413,-0.024,89.152,180.596,1.267e4,2441,2.118,0.024,9.797,109.2,80.2,2.411,1209.072,9.74,77.591,0.363,0.185,0.018,0.16,0.363,0.06,0.143,-3.618e-4,0,0,0,0,0.001,5.362,180.023,7.475,882,0.001,335.829,0.553,1.77e7,12,110,0.034,0.049,0.021
2.075,194.059,1164.059,188.363,188.367,78.611,78.646,-0.019,5.817,5.817,359.817,1.166,2.36,38.4,34,0.057,-1.998e-6,-16.73,-0.172,88.579,180.367,1.265e4,2420,2.114,0.024,9.797,109.6,80.1,2.453,1198.831,9.674,80.071,0.365,0.185,0.018,0.161,0.365,0.011,0.029,3.109e-4,0,0,0,0,-0.001,5.492,180.023,7.434,881.3,0.001,335.804,0.561,1.795e7,12,110,0.05,0.049,0.021
2.125,203.575,1173.575,192.259,192.262,77.224,77.4,-0.021,5.871,5.871,359.817,0.977,5.218,38.4,34,0.802,2.904e-6,-11.459,-0.018,87.834,180.253,1.262e4,2390,2.107,0.024,9.797,108.9,80,2.404,1183.828,9.575,83.962,0.367,0.185,0.019,0.163,0.367,0.108,0.261,-2.889e-4,0,0,0,0,-5.967e-4,5.515,180.023,7.372,880.3,0.001,335.766,0.573,1.83e7,12,110,0.021,0.05,0.022
2.146,207.534,1177.534,193.837,193.839,76.653,76.89,-0.022,5.89,5.89,359.817,0.861,6.037,38.4,34,0.974,9.998e-7,-6.875,-0.015,87.663,180.253,1.261e4,2377,2.104,0.024,9.797,108.7,80,2.393,1177.673,9.535,85.595,0.367,0.185,0.019,0.163,0.368,0.137,0.327,4.457e-4,0,0,0,0,-2.111e-4,5.41,180.023,7.346,879.9,0.001,335.751,0.577,1.845e7,12,110,0.016,0.05,0.022
2.162,210.669,1180.669,195.069,195.071,76.222,76.482,-0.022,5.903,5.903,359.76,0.761,6.296,38.4,34,1.031,7.156e-7,-2.693,-0.013,87.605,180.253,1.26e4,2367,2.101,0.024,9.797,108.7,79.9,2.393,1172.836,9.503,86.842,0.368,0.185,0.019,0.164,0.369,0.143,0.343,1.096e-4,0,0,0,0,-3.219e-5,5.445,180.023,7.326,879.5,0.001,335.738,0.581,1.856e7,12,110,0.015,0.051,0.022
2.177,213.632,1183.632,196.221,196.222,75.835,76.092,-0.023,5.914,5.914,359.76,0.666,6.25,38.4,34,0.974,0,1.318,-0.014,87.605,180.253,1.259e4,2358,2.099,0.024,9.797,108.7,79.9,2.4,1168.292,9.473,87.981,0.369,0.185,0.019,0.164,0.37,0.139,0.334,-2.003e-4,0,0,0,0,7.336e-6,5.513,180.023,7.306,879.2,0.001,335.727,0.585,1.867e7,12,110,0.015,0.051,0.022
2.193,216.656,1186.656,197.383,197.384,75.457,75.691,-0.023,5.924,5.924,359.76,0.572,5.948,38.4,34,0.917,0,5.157,-0.014,87.605,180.253,1.258e4,2349,2.097,0.024,9.797,108.8,79.9,2.412,1163.681,9.443,89.111,0.369,0.185,0.02,0.165,0.37,0.127,0.305,1.134e-4,0,0,0,0,1.153e-4,5.582,180.023,7.287,878.9,0.001,335.715,0.588,1.877e7,12,110,0.017,0.052,0.023
2.209,219.949,1189.949,198.635,198.635,75.059,75.252,-0.024,5.932,5.932,359.76,0.478,5.383,38.4,34,0.745,-8.709e-7,8.881,-0.016,87.777,180.31,1.257e4,2339,2.095,0.024,9.797,109,79.8,2.429,1158.69,9.41,90.32,0.37,0.185,0.02,0.166,0.371,0.106,0.257,2.433e-4,0,0,0,0,3.368e-4,5.621,180.023,7.265,878.5,0.001,335.702,0.592,1.889e7,12,110,0.019,0.054,0.023
2.229,223.834,1193.834,200.093,200.093,74.602,74.735,-0.025,5.941,5.941,359.76,0.382,4.454,38.4,34,0.516,-8.514e-7,12.319,-0.022,87.949,180.31,1.256e4,2327,2.092,0.024,9.797,109.3,79.8,2.455,1152.843,9.372,91.736,0.371,0.185,0.02,0.166,0.371,0.073,0.18,3.245e-5,0,0,0,0,6.401e-4,5.635,180.023,7.24,878.1,0.001,335.686,0.596,1.902e7,12,110,0.027,0.054,0.023
2.256,229.347,1199.347,202.129,202.129,73.955,74.008,-0.026,5.949,5.95,359.76,0.283,2.801,38.4,34,0.115,-1.176e-6,14.897,-0.05,88.35,180.424,1.254e4,2310,2.088,0.024,9.797,109.7,79.7,2.498,1144.618,9.317,93.775,0.372,0.184,0.02,0.167,0.372,0.019,0.045,1.033e-4,0,0,0,0,9.155e-4,5.655,180.023,7.204,877.5,0.001,335.665,0.602,1.92e7,12,110,0.041,0.055,0.023
2.297,237.72,1207.72,205.149,205.149,72.933,72.933,-0.028,5.959,5.959,359.76,0.223,0.234,38.4,34,0.458,2.326e-6,-12.834,-0.007,88.923,180.654,1.252e4,2285,2.082,0.024,9.797,109.4,79.7,2.481,1132.28,9.235,97.023,0.374,0.184,0.021,0.169,0.374,0.063,0.158,4.23e-4,0,0,0,0,-6.599e-4,5.694,180.023,7.15,876.7,0.001,335.632,0.611,1.948e7,12,110,0.03,0.055,0.023
2.327,243.832,1213.832,207.299,207.3,72.159,72.166,-0.029,5.966,5.966,359.703,0.235,0.953,38.4,34,0.688,1.04e-6,-7.62,-0.004,89.267,180.883,1.25e4,2267,2.078,0.024,9.797,109.2,79.6,2.469,1123.386,9.176,99.411,0.375,0.184,0.021,0.17,0.375,0.096,0.237,-8.027e-5,0,0,0,0,-2.285e-4,5.495,180.023,7.11,876,0.001,335.608,0.618,1.967e7,12,110,0.019,0.056,0.024
2.346,247.838,1217.838,208.684,208.684,71.651,71.663,-0.03,5.971,5.971,359.703,0.257,1.299,38.4,34,0.745,1.11e-6,-3.438,9.855e-4,89.324,181.055,1.249e4,2255,2.075,0.024,9.797,109.2,79.5,2.47,1117.608,9.137,100.938,0.376,0.184,0.021,0.17,0.376,0.104,0.256,1.107e-5,0,0,0,0,-4.493e-5,5.351,180.023,7.084,875.6,0.001,335.592,0.622,1.98e7,12,110,0.018,0.056,0.024
